session_id,student_id,stage,subject_id,subject_label,subject_topic,learning_objectives,objective_count,reflection_count,current_round_index,completed_round_count,defense_turn_count,started_at,last_seen_at,completed_at
a9992c23d9f347d98ed6e24900502488,test123,student-id,,,,,0,0,0,0,0,2026-05-27T08:31:37.458000,2026-05-27T08:31:37.458000,
f5e633a05e5946c9869abd387dcbc4fb,S001,student-id,,,,,0,0,0,0,0,2026-05-27T08:31:49.667000,2026-05-27T08:31:49.667000,
ec93d036c81842b9b9ed0e633d918d11,check001,student-id,,,,,0,0,0,0,0,2026-05-27T08:32:15.397000,2026-05-27T08:32:15.397000,
c88c6037632149f8875c2aa92d26a24b,test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,2,0,0,0,2026-05-27T09:08:15.092000,2026-05-27T09:16:41.386000,
c5d82904c4a443c88e8b1e5ee3ede6b0,test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,2,2,2026-05-27T09:50:14.622000,2026-05-27T09:53:22.540000,
75d7a424699b481ca36b4b92a3502b59,chenyu-may27test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,4,4,2026-05-27T10:04:16.120000,2026-05-27T10:07:37.089000,
c61c935d915343f0ac6827a9c71fd0f8,chenyu-may27test,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-27T10:04:34.007000,2026-05-27T10:07:53.088000,2026-05-27T10:07:52.311000
313c184c098e4680836316da9250cb17,chenyu-may27test,defense,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,2,2,2,2026-05-27T10:04:36.468000,2026-05-27T10:12:40.598000,
3916c8c06982430f94bda7aa552af8a2,chenyu-test-english-reasoning,defense,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,2,2,2,2026-05-27T10:40:31.221000,2026-05-27T10:43:21.102000,
798b0c0b60034d5aaa02e9dad46e69ba,chenyu-may27-test-english-reasoning2,defense,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,2,2,2,2026-05-27T10:45:36.884000,2026-05-27T10:48:06.117000,
d7bbec33eb044780900d4677df503d77,chenyu-may27-test-english-reasoning3,defense,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,4,4,4,2026-05-27T10:51:44.080000,2026-05-27T10:55:59.120000,
5775f9a187d6423eb709b35d9ebd2269,chenyu-may27-test-english-reasoning4,complete,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,4,5,5,2026-05-27T11:02:35.426000,2026-05-27T11:06:24.317000,2026-05-27T11:06:23.766000
0b7f2d825ef748b89c650b0a06c008f3,chenyu-may27-test-english-reasoning5,complete,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,4,5,5,2026-05-27T11:18:06.015000,2026-05-27T11:25:53.868000,2026-05-27T11:25:53.200000
d19641cf400141a587a53bba14071771,chenyu-may27-test-english-reasoning6,defense,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,1,1,1,2026-05-27T11:27:58.496000,2026-05-27T11:29:09.126000,
2bb360d68dbb4d2183123d26b03176ee,chenyu-may27-test-english-reasoning7,complete,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,4,5,5,2026-05-27T11:39:47.288000,2026-05-27T11:44:34.415000,2026-05-27T11:44:33.772000
e58e009a4ce34bd2b7f136042976880e,chenyu-may27-test-again,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,3,3,2026-05-27T11:50:30.284000,2026-05-27T11:54:22.146000,
f5fdeb712cbb4556b17f82a0e382e2f3,test,reflection,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-27T11:54:53.098000,2026-05-27T11:54:53.796000,
5effe5cdde394d799cb81596719f1a51,test-8am,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,1,1,2026-05-27T12:01:34.137000,2026-05-27T12:12:18.177000,
22d13493582741509fd2e9705b0d0aea,1,student-id,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,0,0,0,2026-05-27T12:08:03.955000,2026-05-27T12:08:54.385000,
b0189342f3604c7c884f86d21bda978d,chenyu-prod-test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,2,2,2026-05-27T12:08:36.375000,2026-05-27T12:15:34.866000,
59ee9db6100445669ca9c5730ffcb496,。。,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T12:08:44.297000,2026-05-27T12:17:01.938000,2026-05-27T12:17:01.630000
4b1c63f46ef14ff2b177ed39d1a489a0,kexue,defense,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,1,2,2,2026-05-27T12:09:03.906000,2026-05-27T12:12:20.786000,
13c7e7af549f4be7b8bcd0b8535d3ac4,kexue,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-27T12:13:59.268000,2026-05-27T12:19:35.114000,2026-05-27T12:19:36.447000
559c1a8d5ae94d4b85bf0c58643e330b,tra,complete,english,英语,Unit 6 Summer Vacation,"通过听、说、读、写等形式的语言活动，帮助学生复习前几册有关Travel Plan, Winter Vacation, Special Days, Transportation和Around the World等话题的重点词汇和功能句，引导学生综合运用所学语言知识和技能进行交流。 | 引导学生就所听材料或所读短文的内容与他人展开对话交流。 | 引导学生仿照阅读文段，按相应的提示或要求写几个意义连贯的句子。",3,1,4,5,5,2026-05-27T12:14:57.877000,2026-05-27T12:20:03.535000,2026-05-27T12:20:03.100000
e704a7599ef54a7fa8a081b80b2d4df8,test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,1,1,2026-05-27T12:28:39.953000,2026-05-27T12:30:17.584000,
3905e0cb1e1b4e77982d87954d4fc8ec,test-chenyu-prod-bugfix,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,1,1,2026-05-27T12:39:01.848000,2026-05-27T12:41:09.164000,
edadb3a402ae45c3952d02ef9d0aa71d,test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,1,1,2026-05-27T12:45:16.489000,2026-05-27T12:47:06.129000,
1e40ea6fbc4f4ba6a74c4484878cde7d,test,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,1,1,2026-05-27T12:57:08.123000,2026-05-27T12:58:43.121000,
cfb7929530bb4034931dcd806dd5b4a3,test-may-27,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T13:03:20.034000,2026-05-27T13:08:15.278000,2026-05-27T13:08:14.685000
b1c2bde0acbc4853a1aeef696acd8036,test-may27-bugfix,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T13:23:50.496000,2026-05-27T13:29:06.463000,2026-05-27T13:29:05.922000
b8956b7ba4e94a57a903402da259b7d7,test-may27-bugfix2,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T13:30:20.577000,2026-05-27T13:34:42.885000,2026-05-27T13:34:42.324000
6adac312221a41e6833376659cbe6ffc,test-120s,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,2,2,2026-05-27T13:38:40.773000,2026-05-27T13:46:38.210000,
e68bfafea1fd499aa95a701b7bef92f6,test-new-timer,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T13:49:51.026000,2026-05-27T13:57:19.610000,2026-05-27T13:57:19.047000
18a9d2ce5c8a45d2848701174c6a0ace,test,student-id,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-27T18:18:01.328000,2026-05-27T18:18:04.079000,
3d7d12c8c1f042f8ac7af61b86dba80b,test-may27-finaltesting,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-27T18:18:11.909000,2026-05-27T18:18:17.947000,
a31001b132214717898b90f1c4fbdde2,test-may27-finaltesting,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T18:18:23.059000,2026-05-27T18:32:35.039000,2026-05-27T18:32:34.485000
625a10e799ea4e8085cfe817cad5aa08,test,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-27T19:50:37.380000,2026-05-27T19:55:18.313000,2026-05-27T19:55:17.763000
fea502ff1e7746e39961439affde92a0,11,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,3,3,2026-05-28T02:06:14.301000,2026-05-28T02:18:49.561000,
c2aa3c13793148bba1eb31f181391b9a,13,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:06:16.012000,2026-05-28T02:18:45.338000,2026-05-28T02:18:44.867000
73e43a0beb8a4c03a3b51f3703950780,21,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-28T02:06:17.317000,2026-05-28T02:13:53.227000,2026-05-28T02:13:52.665000
0f43e1e032014d5ca2c8320804c1e5b8,24,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,3,3,2026-05-28T02:06:19.358000,2026-05-28T02:28:23.412000,
b5aba6b8fab84f859491d4c5e78a841b,22,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,4,4,2026-05-28T02:06:19.872000,2026-05-28T02:14:22.253000,
f9fe30e6c18447d1b956d9faaaa978b5,20,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:06:21.568000,2026-05-28T02:19:11.545000,2026-05-28T02:19:11.634000
fd89609db4ce4f74bb5a34088cea00fa,2,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,1,1,2026-05-28T02:06:22.249000,2026-05-28T02:13:14.293000,
675417c4b8114b44b79436e1bf83a4db,18,reflection,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:06:22.712000,2026-05-28T02:07:22.026000,
4e38cfadb9384a35b6575d46f922d449,17,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,3,3,2026-05-28T02:06:23.405000,2026-05-28T02:28:29.207000,
7ee1c7b3d6154856a83b2bdaba507dc2,30,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:06:24.087000,2026-05-28T02:15:59.803000,
616a3dd7c60a4deeaf056c468606b0fa,19,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,4,4,2026-05-28T02:06:24.648000,2026-05-28T02:19:03.900000,
de4d21978f7345b0a4e80ba7538d617f,7,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,4,4,2026-05-28T02:06:25.170000,2026-05-28T02:28:32.650000,
