session_id,student_id,stage,subject_id,subject_label,subject_topic,learning_objectives,objective_count,reflection_count,current_round_index,completed_round_count,defense_turn_count,started_at,last_seen_at,completed_at
aa1383ea890b49d3bc627a6b69811cdd,31,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:06:26.598000,2026-05-28T02:14:39.673000,
367e86cb79a04992b6b549e39422c74c,41,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:06:28.345000,2026-05-28T02:08:05.552000,
0da7cf07f26c4b3bb366aa00b857116d,36,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,4,4,2026-05-28T02:06:30.791000,2026-05-28T02:14:40.155000,
989ea1dd970b47fcb54add063e899444,27,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:06:34.457000,2026-05-28T02:13:14.482000,
c031ae955faa4c9e915d71a20fc5ff82,38,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-28T02:06:35.920000,2026-05-28T02:15:08.961000,2026-05-28T02:15:08.505000
ae331b4e716b477babdbd02452383b7a,10号,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:06:36.451000,2026-05-28T02:18:33.375000,2026-05-28T02:18:32.210000
1cf6b395804148aeaa9bbaf321fd6df9,6,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,4,5,5,2026-05-28T02:06:37.003000,2026-05-28T02:12:55.261000,2026-05-28T02:12:48.479000
5fec46b95d7d4fb78acc56a847043b53,9,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:06:37.570000,2026-05-28T02:18:35.864000,2026-05-28T02:18:35.360000
cda0296923954328a259094a34baba3b,39,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,4,4,2026-05-28T02:06:39.245000,2026-05-28T02:18:48.545000,
9119132b68c94cd9ac3ffa2c594213b9,16,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:06:40.545000,2026-05-28T02:15:57.974000,
ef6089e70115433f826b2fb7ca8a9e8d,32,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:06:40.669000,2026-05-28T02:13:08.488000,
b48634af6a9b41568ddfd1e366eab63e,44,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,4,4,2026-05-28T02:06:43.003000,2026-05-28T02:18:34.243000,
2db85724b2a44c2181502df4055bc70d,47,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,4,4,2026-05-28T02:06:43.125000,2026-05-28T02:18:17.488000,
e566af60059948d9a2377e746d0c0a32,48,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,3,3,2026-05-28T02:06:46.160000,2026-05-28T02:18:21.085000,
e50c980507954e9faab9355a9a7988c8,4号,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:06:46.475000,2026-05-28T02:12:41.309000,
724c3ad71fc2439fae9750249f20bd4f,49,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,2,2,2026-05-28T02:06:47.636000,2026-05-28T02:29:07.332000,
44f776e193ac494485e290b107f5d744,40,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,2,2,2026-05-28T02:06:50.941000,2026-05-28T02:17:41.510000,
26c2fc93fd9b4f1fa3cd64c214c2bf80,46,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,2,2,2026-05-28T02:06:51.011000,2026-05-28T02:13:40.768000,
ea41f410759f44c5b83b38458f6a6f8b,1,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:06:51.395000,2026-05-28T02:31:43.993000,2026-05-28T02:31:42.835000
915041d2bcf84ba2876a5556929ac860,3,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,4,4,2026-05-28T02:06:56.641000,2026-05-28T02:17:42.047000,
6e0f02619a0740bb9fd045cf68816ee6,43,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:07:02.892000,2026-05-28T02:12:37.606000,
7f3cc3500f1c4340973383230874f12c,45,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:07:03.256000,2026-05-28T02:18:56.139000,2026-05-28T02:18:54.142000
51f8c6bcb49349369b1e3668e83ff5f7,26,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,4,4,2026-05-28T02:07:07.060000,2026-05-28T02:17:44.882000,
fd13eb646b5e4b4986aaf389dbbe8896,23,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,4,4,2026-05-28T02:07:07.710000,2026-05-28T02:13:47.292000,
04275294032e4eb3b850d2f0044dc615,28,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,2,2,2026-05-28T02:07:12.678000,2026-05-28T02:16:54.317000,
f8e13ed1707c471bb7833654466858a8,18,complete,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,3,5,5,2026-05-28T02:07:36.847000,2026-05-28T02:18:44.463000,2026-05-28T02:18:43.968000
6ff87720193445459407f9f877b3cd28,8,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,2,3,3,2026-05-28T02:07:48.131000,2026-05-28T02:18:35.626000,
90c4b4bdd09c4c86b24a5fb4e12a7f57,14,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,3,3,2026-05-28T02:07:51.164000,2026-05-28T02:16:54.288000,
b9524ce276114336bc48003f5718978d,41,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,1,3,3,2026-05-28T02:08:17.904000,2026-05-28T02:17:27.163000,
02329085c48d43e9b84eedc709165344,23,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,1,1,2026-05-28T02:14:48.835000,2026-05-28T02:17:29.021000,
51d1dda69cc84de6b3994e33d456c7e2,4,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:14:50.646000,2026-05-28T02:15:40.614000,
3992a17dd4a74de7b62058837288c760,46,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:15:14.798000,2026-05-28T02:17:23.130000,
2e42899c36c746cd853cfe12a521a967,32,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:15:38.217000,2026-05-28T02:20:22.237000,
13aa04b0bbc5473c8c1810cfad6e99b4,30,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,1,1,2026-05-28T02:16:32.385000,2026-05-28T02:29:40.887000,
e3a8110ea8784469b2cfdac52536345f,36,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:16:48.069000,2026-05-28T02:18:06.514000,
b7aa2e2bfe744bb2a82e80cc37cb512f,27,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:17:18.489000,2026-05-28T02:17:38.578000,
a1bce2b9686e4ca6b5f1c83476712f30,2,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:19:43.956000,2026-05-28T02:21:19.855000,
94b181e961a641b6aa3af8608a89a32d,4号,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:20:28.447000,2026-05-28T02:20:55.782000,
3d4477092d3d4cfb82586577890d4b1c,27,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:21:01.822000,2026-05-28T02:21:22.510000,
354ef0f134e644d6806f11c4fc0f0a40,28,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:21:48.104000,2026-05-28T02:23:31.545000,
153f88f4ab714aebb5ed5b63aaa85a32,4,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:22:11.296000,2026-05-28T02:23:07.372000,
c5d67a1127d54c8aa706b1826d4e541b,47,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:23:10.774000,2026-05-28T02:25:04.864000,
a971216b7b594eb9a44d0b30579d1f10,31,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:23:54.109000,2026-05-28T02:25:41.454000,
5440b4482e5b4aa0800a1a6253001a58,36,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:24:09.619000,2026-05-28T02:25:51.628000,
fc379f78b1ae4b1c9d7b17148b412931,48,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:25:34.691000,2026-05-28T02:26:52.144000,
52d58862ddc8468d8a43ac52d1175674,27,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:25:52.774000,2026-05-28T02:26:13.537000,
8b55bd6ad65c492593e83ace727895fc,47,defense,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:26:15.961000,2026-05-28T02:26:51.765000,
142a6db4fca14a13920065b3b1f8cdb7,32,reflection,math,数学,《可爱的小猫》,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。 | 在活动中体验图形的多种变化，感受在方格纸上利用“数对”进行图形的放大与缩小的趣味性，激发数学兴趣。,2,1,0,0,0,2026-05-28T02:26:18.278000,2026-05-28T02:28:37.735000,
2bf6e45de03b49ce9a0f5a7667dd26df,47,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-28T03:27:52.818000,2026-05-28T03:42:49.571000,2026-05-28T03:42:49.260000
8686ac17eee846eb9c7ce70b3cc78309,9,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-28T03:27:53.662000,2026-05-28T03:36:39.236000,2026-05-28T03:36:38.955000
3ac3618bf69e4bce87ee86bdd7ab45ce,24,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-28T03:27:57.310000,2026-05-28T03:41:14.362000,2026-05-28T03:41:14.218000
9e13154a719b4568a7545db96ae41399,21,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-28T03:27:59.507000,2026-05-28T03:46:19.070000,2026-05-28T03:46:18.390000
d515f1485a784470932d2f7229d16353,31,complete,science,科学,《厨房里的物质变化》,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。 | 通过观察厨房中水、食盐、苹果等物质的状态与特征，运用比较、分析、归纳的方法，自主建构物理变化和化学变化的概念模型。 | 能够针对厨房中的特定现象（如切菜、烧水、煎蛋），准确描述其变化前后的特征，并能基于观察提出可探究方法。 | 在探究活动中体会科学与生活的紧密联系，感受物质变化的奇妙，初步树立安全用火、合理处理厨余垃圾的生活责任意识。,4,1,4,5,5,2026-05-28T03:27:59.601000,2026-05-28T03:37:11.514000,2026-05-28T03:37:11.642000
